"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",41,7,17,52
"2",41,7,17,52
"3",41,7,17,52
"4",41,7,17,52
"5",41,7,17,52
"6",41,7,17,52
"7",41,7,17,52
"8",41,7,17,52
"9",41,7,17,52
"10",41,7,17,52
"11",41,7,17,52
"12",41,7,17,52
"13",41,7,17,52
"14",41,7,17,52
"15",41,7,17,52
"16",41,7,17,52
"17",41,7,17,52
"18",41,7,17,52
"19",41,7,17,52
"20",41,7,17,52
"21",41,7,17,52
"22",41,7,17,52
"23",41,7,17,52
"24",41,7,17,52
"25",41,7,17,52
"26",41,7,17,52
"27",41,7,17,52
"28",41,7,17,52
"29",41,7,17,52
"30",41,7,17,52
"31",41,7,17,52
"32",41,7,17,52
"33",41,7,17,52
"34",41,7,17,52
"35",41,7,17,52
"36",41,7,17,52
"37",41,7,17,52
"38",41,7,17,52
"39",41,7,17,52
"40",41,7,17,52
"41",41,7,17,52
"42",41,7,17,52
"43",41,7,17,52
"44",41,7,17,52
"45",41,7,17,52
"46",41,7,17,52
"47",41,7,17,52
"48",41,7,17,52
"49",41,7,17,52
"50",41,7,17,52
"51",41,7,17,52
"52",41,7,17,52
"53",41,7,17,52
"54",41,7,17,52
"55",41,7,17,52
"56",41,7,17,52
"57",41,7,17,52
"58",41,7,17,52
"59",41,7,17,52
"60",41,7,17,52
"61",41,7,17,52
"62",41,7,17,52
"63",41,7,17,52
"64",41,7,17,52
"65",41,7,17,52
"66",41,7,17,52
"67",41,7,17,52
"68",41,7,17,52
"69",41,7,17,52
"70",41,7,17,52
"71",41,7,17,52
"72",41,7,17,52
"73",41,7,17,52
"74",41,7,17,52
"75",41,7,17,52
"76",41,7,17,52
"77",41,7,17,52
"78",41,7,17,52
"79",41,7,17,52
"80",41,7,17,52
"81",41,7,17,52
"82",41,7,17,52
"83",41,7,17,52
"84",41,7,17,52
"85",41,7,17,52
"86",41,7,17,52
"87",41,7,17,52
"88",41,7,17,52
"89",41,7,17,52
"90",41,7,17,52
"91",41,7,17,52
"92",41,7,17,52
"93",41,7,17,52
"94",41,7,17,52
"95",41,7,17,52
"96",41,7,17,52
"97",41,7,17,52
"98",41,7,17,52
"99",41,7,17,52
"100",41,7,17,52
