"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",39,7,19,52
"2",39,8,19,51
"3",39,8,19,51
"4",39,8,19,51
"5",39,8,19,51
"6",39,7,19,52
"7",39,8,19,51
"8",39,8,19,51
"9",39,8,19,51
"10",39,6,19,53
"11",39,8,19,51
"12",39,6,19,53
"13",39,6,19,53
"14",39,8,19,51
"15",39,8,19,51
"16",39,8,19,51
"17",39,8,19,51
"18",39,8,19,51
"19",39,8,19,51
"20",39,7,19,52
"21",39,6,19,53
"22",39,8,19,51
"23",39,8,19,51
"24",39,8,19,51
"25",39,6,19,53
"26",39,8,19,51
"27",39,8,19,51
"28",39,6,19,53
"29",39,6,19,53
"30",39,8,19,51
"31",39,7,19,52
"32",39,8,19,51
"33",39,8,19,51
"34",39,8,19,51
"35",39,8,19,51
"36",39,6,19,53
"37",39,8,19,51
"38",39,8,19,51
"39",39,8,19,51
"40",39,8,19,51
"41",39,8,19,51
"42",39,8,19,51
"43",39,6,19,53
"44",39,7,19,52
"45",39,8,19,51
"46",39,8,19,51
"47",39,6,19,53
"48",39,8,19,51
"49",39,8,19,51
"50",39,8,19,51
"51",39,6,19,53
"52",39,6,19,53
"53",39,8,19,51
"54",39,7,19,52
"55",39,8,19,51
"56",39,7,19,52
"57",39,8,19,51
"58",39,6,19,53
"59",39,8,19,51
"60",39,6,19,53
"61",39,8,19,51
"62",39,6,19,53
"63",39,8,19,51
"64",39,6,19,53
"65",39,8,19,51
"66",39,8,19,51
"67",39,8,19,51
"68",39,7,19,52
"69",39,8,19,51
"70",39,8,19,51
"71",39,6,19,53
"72",39,6,19,53
"73",39,8,19,51
"74",39,7,19,52
"75",39,8,19,51
"76",39,8,19,51
"77",39,8,19,51
"78",39,6,19,53
"79",39,8,19,51
"80",39,8,19,51
"81",39,8,19,51
"82",39,8,19,51
"83",39,8,19,51
"84",39,7,19,52
"85",39,8,19,51
"86",39,8,19,51
"87",39,6,19,53
"88",39,8,19,51
"89",39,8,19,51
"90",39,8,19,51
"91",39,8,19,51
"92",39,8,19,51
"93",39,8,19,51
"94",39,8,19,51
"95",39,8,19,51
"96",39,6,19,53
"97",39,8,19,51
"98",39,8,19,51
"99",39,8,19,51
"100",39,6,19,53
