"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",43,4,15,55
"2",40,4,18,55
"3",43,4,15,55
"4",43,4,15,55
"5",43,4,15,55
"6",43,4,15,55
"7",43,4,15,55
"8",43,4,15,55
"9",43,4,15,55
"10",43,4,15,55
"11",43,4,15,55
"12",43,4,15,55
"13",43,4,15,55
"14",43,4,15,55
"15",43,4,15,55
"16",43,4,15,55
"17",43,4,15,55
"18",43,4,15,55
"19",43,4,15,55
"20",40,4,18,55
"21",43,4,15,55
"22",43,4,15,55
"23",43,4,15,55
"24",43,4,15,55
"25",43,4,15,55
"26",43,4,15,55
"27",43,4,15,55
"28",43,4,15,55
"29",43,4,15,55
"30",43,4,15,55
"31",40,4,18,55
"32",43,4,15,55
"33",40,4,18,55
"34",40,4,18,55
"35",43,4,15,55
"36",43,4,15,55
"37",40,4,18,55
"38",40,4,18,55
"39",43,4,15,55
"40",43,4,15,55
"41",43,4,15,55
"42",40,4,18,55
"43",40,4,18,55
"44",43,4,15,55
"45",43,4,15,55
"46",43,4,15,55
"47",43,4,15,55
"48",43,4,15,55
"49",43,4,15,55
"50",43,4,15,55
"51",43,4,15,55
"52",40,4,18,55
"53",40,4,18,55
"54",40,4,18,55
"55",43,4,15,55
"56",40,4,18,55
"57",43,4,15,55
"58",43,4,15,55
"59",43,4,15,55
"60",40,4,18,55
"61",40,4,18,55
"62",43,4,15,55
"63",43,4,15,55
"64",43,4,15,55
"65",43,4,15,55
"66",43,4,15,55
"67",40,4,18,55
"68",43,4,15,55
"69",43,4,15,55
"70",43,4,15,55
"71",40,4,18,55
"72",43,4,15,55
"73",43,4,15,55
"74",43,4,15,55
"75",43,4,15,55
"76",40,4,18,55
"77",43,4,15,55
"78",43,4,15,55
"79",43,4,15,55
"80",43,4,15,55
"81",43,4,15,55
"82",43,4,15,55
"83",43,4,15,55
"84",40,4,18,55
"85",43,4,15,55
"86",43,4,15,55
"87",43,4,15,55
"88",43,4,15,55
"89",43,4,15,55
"90",43,4,15,55
"91",43,4,15,55
"92",43,4,15,55
"93",43,4,15,55
"94",43,4,15,55
"95",43,4,15,55
"96",43,4,15,55
"97",43,4,15,55
"98",43,4,15,55
"99",43,4,15,55
"100",43,4,15,55
