"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",34,5,17,50
"2",34,5,17,50
"3",34,5,17,50
"4",34,5,17,50
"5",34,5,17,50
"6",34,5,17,50
"7",34,5,17,50
"8",34,5,17,50
"9",34,5,17,50
"10",34,5,17,50
"11",34,5,17,50
"12",34,5,17,50
"13",34,5,17,50
"14",34,5,17,50
"15",34,5,17,50
"16",34,5,17,50
"17",34,5,17,50
"18",34,5,17,50
"19",34,5,17,50
"20",34,5,17,50
"21",34,5,17,50
"22",34,5,17,50
"23",34,5,17,50
"24",34,5,17,50
"25",34,5,17,50
"26",34,5,17,50
"27",34,5,17,50
"28",34,5,17,50
"29",34,5,17,50
"30",34,5,17,50
"31",34,5,17,50
"32",34,5,17,50
"33",34,5,17,50
"34",34,5,17,50
"35",34,5,17,50
"36",34,5,17,50
"37",34,5,17,50
"38",34,5,17,50
"39",34,5,17,50
"40",34,5,17,50
"41",34,5,17,50
"42",34,5,17,50
"43",34,5,17,50
"44",34,5,17,50
"45",34,5,17,50
"46",34,5,17,50
"47",34,5,17,50
"48",34,5,17,50
"49",34,5,17,50
"50",34,5,17,50
"51",34,5,17,50
"52",34,5,17,50
"53",34,5,17,50
"54",34,5,17,50
"55",34,5,17,50
"56",34,5,17,50
"57",34,5,17,50
"58",34,5,17,50
"59",34,5,17,50
"60",34,5,17,50
"61",34,5,17,50
"62",34,5,17,50
"63",34,5,17,50
"64",34,5,17,50
"65",34,5,17,50
"66",34,5,17,50
"67",34,5,17,50
"68",34,5,17,50
"69",34,5,17,50
"70",34,5,17,50
"71",34,5,17,50
"72",34,5,17,50
"73",34,5,17,50
"74",34,5,17,50
"75",34,5,17,50
"76",34,5,17,50
"77",34,5,17,50
"78",34,5,17,50
"79",34,5,17,50
"80",34,5,17,50
"81",34,5,17,50
"82",34,5,17,50
"83",34,5,17,50
"84",34,5,17,50
"85",34,5,17,50
"86",34,5,17,50
"87",34,5,17,50
"88",34,5,17,50
"89",34,5,17,50
"90",34,5,17,50
"91",34,5,17,50
"92",34,5,17,50
"93",34,5,17,50
"94",34,5,17,50
"95",34,5,17,50
"96",34,5,17,50
"97",34,5,17,50
"98",34,5,17,50
"99",34,5,17,50
"100",34,5,17,50
