"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",37,5,17,47
"2",37,6,17,46
"3",37,5,17,47
"4",37,5,17,47
"5",37,5,17,47
"6",37,6,17,46
"7",37,5,17,47
"8",37,5,17,47
"9",37,5,17,47
"10",37,6,17,46
"11",37,5,17,47
"12",37,6,17,46
"13",37,6,17,46
"14",37,5,17,47
"15",37,6,17,46
"16",37,5,17,47
"17",37,5,17,47
"18",37,5,17,47
"19",37,5,17,47
"20",37,6,17,46
"21",37,5,17,47
"22",37,5,17,47
"23",37,5,17,47
"24",37,5,17,47
"25",37,6,17,46
"26",37,5,17,47
"27",37,5,17,47
"28",37,5,17,47
"29",37,6,17,46
"30",37,5,17,47
"31",37,5,17,47
"32",37,5,17,47
"33",37,6,17,46
"34",37,5,17,47
"35",37,6,17,46
"36",37,5,17,47
"37",37,6,17,46
"38",37,5,17,47
"39",37,6,17,46
"40",37,6,17,46
"41",37,5,17,47
"42",37,5,17,47
"43",37,5,17,47
"44",37,6,17,46
"45",37,5,17,47
"46",37,5,17,47
"47",37,5,17,47
"48",37,6,17,46
"49",37,5,17,47
"50",37,5,17,47
"51",37,5,17,47
"52",37,6,17,46
"53",37,5,17,47
"54",37,6,17,46
"55",37,6,17,46
"56",37,5,17,47
"57",37,5,17,47
"58",37,6,17,46
"59",37,6,17,46
"60",37,5,17,47
"61",37,5,17,47
"62",37,6,17,46
"63",37,6,17,46
"64",37,6,17,46
"65",37,5,17,47
"66",37,6,17,46
"67",37,5,17,47
"68",37,6,17,46
"69",37,6,17,46
"70",37,5,17,47
"71",37,6,17,46
"72",37,5,17,47
"73",37,6,17,46
"74",37,6,17,46
"75",37,5,17,47
"76",37,6,17,46
"77",37,6,17,46
"78",37,5,17,47
"79",37,5,17,47
"80",37,6,17,46
"81",37,6,17,46
"82",37,6,17,46
"83",37,6,17,46
"84",37,5,17,47
"85",37,5,17,47
"86",37,5,17,47
"87",37,5,17,47
"88",37,6,17,46
"89",37,6,17,46
"90",37,6,17,46
"91",37,6,17,46
"92",37,6,17,46
"93",37,5,17,47
"94",37,5,17,47
"95",37,5,17,47
"96",37,5,17,47
"97",37,6,17,46
"98",37,5,17,47
"99",37,5,17,47
"100",37,5,17,47
